Production date,Plant,Work center,Material,Material Description,Production in PHCs,,
5/8/2025,3007,PRD-06,294-300,SPRITE PET1L 1X6,"48,703",,
5/8/2025,3002,PRD-07,306-800,SPRITE LEMON-MINT PET500MLX12,"24,825",,
5/8/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"27,066",,
5/8/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"9,984",,
5/8/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
5/8/2025,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"39,655",,
5/8/2025,3004,TPRD-1,294-600,SPRITE CAN250ML 1X12,"11,284",,
5/9/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"2,808",,
5/9/2025,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"26,598",,
5/9/2025,3007,PRD-01,110-557,CC PET 2L 1X6,"45,760",,
5/9/2025,3011,PRD-01,110-557,CC PET 2L 1X6,"5,096",,
5/9/2025,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"59,930",,
5/9/2025,3002,PRD-01,290-130,SPRITE RB250,"3,276",,
5/9/2025,3005,PRD-01,290-130,SPRITE RB250,"20,046",,
5/9/2025,3006,PRD-01,290-130,SPRITE RB250,"6,786",,
5/9/2025,3011,PRD-01,290-527,SPR LEMON PET 2L 1X6,"6,031",,
5/9/2025,3004,PRD-01,291-430,SPRITE PET500  1X12,160,,
5/9/2025,3004,PRD-01,306-800,SPRITE LEMON-MINT PET500MLX12,"17,146",,
5/9/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"68,328",,
5/9/2025,3011,PRD-02,112-405,CC PET 350ML 1X 12 SAC25PROMO,"43,281",,
5/9/2025,3005,PRD-02,193-575,FANTA ORANGE PET1.5LT UPGRADE,"78,936",,
5/9/2025,3003,PRD-02,290-130,SPRITE RB250,"13,104",,
5/9/2025,3002,PRD-02,291-430,SPRITE PET500  1X12,"30,030",,
5/9/2025,3006,PRD-03,104-130,COCA-COLA PET 2.25LTR,"8,070",,
5/9/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"33,441",,
5/9/2025,3005,PRD-03,112-405,CC PET 350ML 1X 12 SAC25PROMO,764,,
5/9/2025,3004,PRD-03,290-130,SPRITE RB250,"5,772",,
5/9/2025,3003,PRD-03,290-527,SPR LEMON PET 2L 1X6,"49,712",,
5/9/2025,3006,PRD-03,294-130,SPRITE PET 2.25L,"4,099",,
5/9/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"24,102",,
5/9/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"39,611",,
5/9/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"29,094",,
5/9/2025,3007,PRD-05,290-130,SPRITE RB250,"23,556",,
5/9/2025,3002,PRD-05,294-300,SPRITE PET1L 1X6,"38,438",,
5/9/2025,3002,PRD-05,308-400,SPRITE LEMON MINT PET1L 1X6,"3,884",,
5/9/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"140,140",,
5/9/2025,3002,PRD-06,110-557,CC PET 2L 1X6,"51,896",,
5/9/2025,3007,PRD-06,294-300,SPRITE PET1L 1X6,"28,392",,
5/9/2025,3002,PRD-07,306-800,SPRITE LEMON-MINT PET500MLX12,"2,202",,
5/9/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"36,738",,
5/9/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"7,238",,
5/9/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,260,,
5/9/2025,3004,TPRD-1,294-600,SPRITE CAN250ML 1X12,"56,420",,
5/10/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"7,566",,
5/10/2025,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"121,121",,
5/10/2025,3007,PRD-01,110-557,CC PET 2L 1X6,"9,880",,
5/10/2025,3011,PRD-01,110-557,CC PET 2L 1X6,"44,331",,
5/10/2025,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"30,420",,
5/10/2025,3002,PRD-01,290-130,SPRITE RB250,"2,730",,
5/10/2025,3005,PRD-01,290-130,SPRITE RB250,"20,904",,
5/10/2025,3006,PRD-01,290-130,SPRITE RB250,"6,744",,
5/10/2025,3005,PRD-02,108-400,COCA-COLA  PET 750ML 1X6,156,,
5/10/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"87,776",,
5/10/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"89,128",,
5/10/2025,3003,PRD-02,290-130,SPRITE RB250,"5,226",,
5/10/2025,3011,PRD-02,291-430,SPRITE PET500  1X12,"41,263",,
5/10/2025,3005,PRD-02,298-400,SPRITE  PET 750ML 1X6,241,,
5/10/2025,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"1,404",,
5/10/2025,3006,PRD-03,104-130,COCA-COLA PET 2.25LTR,"6,204",,
5/10/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,137,,
5/10/2025,3004,PRD-03,290-130,SPRITE RB250,312,,
5/10/2025,3003,PRD-03,290-527,SPR LEMON PET 2L 1X6,"28,527",,
5/10/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"17,628",,
5/10/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,39,,
5/10/2025,3007,PRD-05,290-130,SPRITE RB250,"7,625",,
5/10/2025,3002,PRD-05,294-300,SPRITE PET1L 1X6,"14,851",,
5/10/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"33,319",,
5/10/2025,3002,PRD-06,110-557,CC PET 2L 1X6,"15,392",,
5/10/2025,3007,PRD-06,294-300,SPRITE PET1L 1X6,"5,481",,
5/10/2025,3002,PRD-06,306-502,SPR MINT PET 1.5L 1X6 RMD P180,"16,016",,
5/10/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"12,714",,
5/10/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"4,493",,
5/10/2025,3004,TPRD-1,294-600,SPRITE CAN250ML 1X12,"15,053",,
5/11/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"12,246",,
5/11/2025,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"39,468",,
5/11/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"29,432",,
5/11/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"19,136",,
5/11/2025,3006,PRD-03,101-433,CC PET 500ML 1X 12 SAC25PROMO,"9,810",,
5/12/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"8,268",,
5/12/2025,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"43,186",,
5/12/2025,3007,PRD-01,110-557,CC PET 2L 1X6,"24,440",,
5/12/2025,3003,PRD-01,131-400,DASANI WATER PET 500ML 1X12,"23,962",,
5/12/2025,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,77,,
5/12/2025,3006,PRD-01,190-175,FANTA ORANGE RB250ML UPGRADE,"6,708",,
5/12/2025,3002,PRD-01,290-130,SPRITE RB250,"3,198",,
5/12/2025,3005,PRD-01,290-130,SPRITE RB250,46,,
5/12/2025,3011,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"58,630",,
5/12/2025,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,8,,
5/12/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"7,150",,
5/12/2025,3011,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"50,765",,
5/12/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"60,112",,
5/12/2025,3003,PRD-02,290-130,SPRITE RB250,"9,126",,
5/12/2025,3004,PRD-02,290-527,SPR LEMON PET 2L 1X6,"46,280",,
5/12/2025,3002,PRD-02,291-430,SPRITE PET500  1X12,"4,359",,
5/12/2025,3006,PRD-03,101-433,CC PET 500ML 1X 12 SAC25PROMO,"2,402",,
5/12/2025,3004,PRD-03,290-130,SPRITE RB250,78,,
5/12/2025,3003,PRD-03,290-527,SPR LEMON PET 2L 1X6,"106,600",,
5/12/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"9,906",,
5/12/2025,3005,PRD-04,303-501,SPR ZERO PET1.5L 1X6 NEW,"31,031",,
5/12/2025,3005,PRD-04,306-500,SPRITE LEMON-MINT PET 1.5LTX6,86,,
5/12/2025,3002,PRD-05,104-322,CC PET 1L 1X 6 SAC25 PROMO,437,,
5/12/2025,3007,PRD-05,190-175,FANTA ORANGE RB250ML UPGRADE,"6,396",,
5/12/2025,3002,PRD-05,294-300,SPRITE PET1L 1X6,49,,
5/12/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"73,666",,
5/12/2025,3007,PRD-06,194-375,FANTA ORANGE PET1LT UPGRADE,437,,
5/12/2025,3007,PRD-06,294-300,SPRITE PET1L 1X6,"28,048",,
5/12/2025,3002,PRD-06,306-502,SPR MINT PET 1.5L 1X6 RMD P180,533,,
5/12/2025,3002,PRD-06,663-193,SPRITE PET 1.5L 1X6 RMD P180,"22,737",,
5/12/2025,3003,PRD-06,663-193,SPRITE PET 1.5L 1X6 RMD P180,"42,471",,
5/12/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"14,742",,
5/12/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"2,246",,
5/13/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"53,040",,
5/13/2025,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"110,682",,
5/13/2025,3007,PRD-01,110-557,CC PET 2L 1X6,"28,392",,
5/13/2025,3011,PRD-01,110-557,CC PET 2L 1X6,"2,080",,
5/13/2025,3003,PRD-01,131-400,DASANI WATER PET 500ML 1X12,"13,740",,
5/13/2025,3006,PRD-01,190-175,FANTA ORANGE RB250ML UPGRADE,"5,070",,
5/13/2025,3002,PRD-01,290-130,SPRITE RB250,"12,324",,
5/13/2025,3007,PRD-01,290-527,SPR LEMON PET 2L 1X6,"17,056",,
5/13/2025,3003,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"24,882",,
5/13/2025,3011,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"64,791",,
5/13/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"114,400",,
5/13/2025,3011,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"131,973",,
5/13/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"42,328",,
5/13/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"82,888",,
5/13/2025,3003,PRD-02,290-130,SPRITE RB250,"23,478",,
5/13/2025,3004,PRD-02,290-527,SPR LEMON PET 2L 1X6,"45,448",,
5/13/2025,3006,PRD-03,101-433,CC PET 500ML 1X 12 SAC25PROMO,200,,
5/13/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"19,552",,
5/13/2025,3004,PRD-03,290-130,SPRITE RB250,66,,
5/13/2025,3003,PRD-03,290-527,SPR LEMON PET 2L 1X6,"67,183",,
5/13/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"25,428",,
5/13/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"111,540",,
5/13/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"16,302",,
5/13/2025,3002,PRD-05,104-322,CC PET 1L 1X 6 SAC25 PROMO,"18,775",,
5/13/2025,3007,PRD-05,190-175,FANTA ORANGE RB250ML UPGRADE,"21,072",,
5/13/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"3,146",,
5/13/2025,3007,PRD-06,194-375,FANTA ORANGE PET1LT UPGRADE,"52,693",,
5/13/2025,3002,PRD-06,663-193,SPRITE PET 1.5L 1X6 RMD P180,"53,625",,
5/13/2025,3003,PRD-06,663-193,SPRITE PET 1.5L 1X6 RMD P180,"106,123",,
5/13/2025,3002,PRD-07,306-800,SPRITE LEMON-MINT PET500MLX12,208,,
5/13/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"33,306",,
5/13/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,998,,
5/14/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"31,356",,
5/14/2025,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"76,076",,
5/14/2025,3011,PRD-01,110-557,CC PET 2L 1X6,"45,230",,
5/14/2025,3006,PRD-01,190-175,FANTA ORANGE RB250ML UPGRADE,"4,752",,
5/14/2025,3002,PRD-01,290-130,SPRITE RB250,"12,792",,
5/14/2025,3005,PRD-01,290-130,SPRITE RB250,"1,248",,
5/14/2025,3007,PRD-01,290-527,SPR LEMON PET 2L 1X6,"37,024",,
5/14/2025,3011,PRD-01,306-502,SPR MINT PET 1.5L 1X6 RMD P180,"65,065",,
5/14/2025,3003,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"41,327",,
5/14/2025,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,39,,
5/14/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"135,850",,
5/14/2025,3011,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"52,260",,
5/14/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"112,944",,
5/14/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"92,248",,
5/14/2025,3003,PRD-02,290-130,SPRITE RB250,"12,558",,
5/14/2025,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"7,878",,
5/14/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"94,952",,
5/14/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"27,222",,
5/14/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"151,008",,
5/14/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"32,370",,
5/14/2025,3002,PRD-05,663-193,SPRITE PET 1.5L 1X6 RMD P180,572,,
5/14/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"123,409",,
5/14/2025,3002,PRD-06,104-130,COCA-COLA PET 2.25LTR,"23,379",,
5/14/2025,3007,PRD-06,191-475,FANTA ORANGE PET500ML UPGRADE,"15,288",,
5/14/2025,3002,PRD-06,663-193,SPRITE PET 1.5L 1X6 RMD P180,138,,
5/14/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"35,490",,
5/14/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"10,733",,
5/15/2025,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"113,971",,
5/15/2025,3011,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"132,275",,
5/15/2025,3002,PRD-01,290-130,SPRITE RB250,"6,864",,
5/15/2025,3005,PRD-01,290-130,SPRITE RB250,"19,500",,
5/15/2025,3007,PRD-01,290-527,SPR LEMON PET 2L 1X6,"39,208",,
5/15/2025,3011,PRD-01,306-502,SPR MINT PET 1.5L 1X6 RMD P180,23,,
5/15/2025,3005,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"6,786",,
5/15/2025,3003,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"58,344",,
5/15/2025,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,68,,
5/15/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"128,557",,
5/15/2025,3004,PRD-02,104-130,COCA-COLA PET 2.25LTR,"59,155",,
5/15/2025,3004,PRD-02,110-557,CC PET 2L 1X6,416,,
5/15/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"61,152",,
5/15/2025,3003,PRD-02,290-130,SPRITE RB250,"13,962",,
5/15/2025,3005,PRD-02,290-527,SPR LEMON PET 2L 1X6,"11,128",,
5/15/2025,3011,PRD-02,306-800,SPRITE LEMON-MINT PET500MLX12,"45,282",,
5/15/2025,3011,PRD-02,309-500,SPRITE LMN-MINT PET350ML 1X12,"39,296",,
5/15/2025,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"11,232",,
5/15/2025,3006,PRD-03,101-433,CC PET 500ML 1X 12 SAC25PROMO,423,,
5/15/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"89,752",,
5/15/2025,3005,PRD-03,112-405,CC PET 350ML 1X 12 SAC25PROMO,"1,253",,
5/15/2025,3006,PRD-03,194-375,FANTA ORANGE PET1LT UPGRADE,"5,897",,
5/15/2025,3005,PRD-03,308-400,SPRITE LEMON MINT PET1L 1X6,"4,150",,
5/15/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"22,152",,
5/15/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"184,184",,
5/15/2025,3005,PRD-04,303-501,SPR ZERO PET1.5L 1X6 NEW,98,,
5/15/2025,3003,PRD-05,100-130,COCA-COLA RB 250 ML,"16,409",,
5/15/2025,3003,PRD-05,290-130,SPRITE RB250,"5,070",,
5/15/2025,3002,PRD-05,663-193,SPRITE PET 1.5L 1X6 RMD P180,"4,862",,
5/15/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"120,835",,
5/15/2025,3002,PRD-06,104-130,COCA-COLA PET 2.25LTR,"23,213",,
5/15/2025,3007,PRD-06,191-475,FANTA ORANGE PET500ML UPGRADE,"26,924",,
5/15/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"32,994",,
5/15/2025,3002,PRD-09,534-400,CAPPY PULPY ORANGE 350MLX12,"4,742",,
5/15/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
5/16/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,468,,
5/16/2025,3006,PRD-01,100-130,COCA-COLA RB 250 ML,"7,049",,
5/16/2025,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"69,927",,
5/16/2025,3011,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"60,150",,
5/16/2025,3007,PRD-01,110-557,CC PET 2L 1X6,520,,
5/16/2025,3002,PRD-01,290-130,SPRITE RB250,"9,906",,
5/16/2025,3007,PRD-01,290-527,SPR LEMON PET 2L 1X6,"21,063",,
5/16/2025,3005,PRD-01,306-900,SPRITE LEMON-MINT RB 250 1X24,"12,480",,
5/16/2025,3003,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"66,924",,
5/16/2025,3004,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"38,324",,
5/16/2025,3011,PRD-02,101-433,CC PET 500ML 1X 12 SAC25PROMO,"39,153",,
5/16/2025,3006,PRD-02,101-730,COCA COLA BIB POSTMIX 20L,221,,
5/16/2025,3002,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"33,085",,
5/16/2025,3004,PRD-02,104-130,COCA-COLA PET 2.25LTR,"76,627",,
5/16/2025,3002,PRD-02,133-500,DASANI WATER PET 1.5L 1X6,"29,250",,
5/16/2025,3011,PRD-02,193-575,FANTA ORANGE PET1.5LT UPGRADE,"2,288",,
5/16/2025,3005,PRD-02,290-527,SPR LEMON PET 2L 1X6,"67,808",,
5/16/2025,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"9,984",,
5/16/2025,3003,PRD-03,110-557,CC PET 2L 1X6,"66,144",,
5/16/2025,3006,PRD-03,194-375,FANTA ORANGE PET1LT UPGRADE,"3,713",,
5/16/2025,3003,PRD-03,290-527,SPR LEMON PET 2L 1X6,"21,736",,
5/16/2025,3005,PRD-03,294-300,SPRITE PET1L 1X6,"30,139",,
5/16/2025,3005,PRD-03,308-400,SPRITE LEMON MINT PET1L 1X6,"27,955",,
5/16/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"25,818",,
5/16/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"109,967",,
5/16/2025,3003,PRD-05,290-130,SPRITE RB250,"2,876",,
5/16/2025,3003,PRD-05,306-900,SPRITE LEMON-MINT RB 250 1X24,"5,928",,
5/16/2025,3002,PRD-05,663-193,SPRITE PET 1.5L 1X6 RMD P180,"19,019",,
5/16/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"132,275",,
5/16/2025,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"29,172",,
5/16/2025,3002,PRD-06,104-130,COCA-COLA PET 2.25LTR,"44,845",,
5/16/2025,3002,PRD-07,112-405,CC PET 350ML 1X 12 SAC25PROMO,"1,529",,
5/16/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"29,874",,
5/16/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
5/16/2025,3004,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"30,225",,
5/17/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"40,872",,
5/17/2025,3011,PRD-01,110-557,CC PET 2L 1X6,"57,720",,
5/17/2025,3007,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"32,370",,
5/17/2025,3002,PRD-01,290-130,SPRITE RB250,"16,536",,
5/17/2025,3005,PRD-01,290-130,SPRITE RB250,70,,
5/17/2025,3006,PRD-01,290-130,SPRITE RB250,"3,978",,
5/17/2025,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"36,322",,
5/17/2025,3003,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"62,920",,
5/17/2025,3004,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"62,634",,
5/17/2025,3004,PRD-02,104-130,COCA-COLA PET 2.25LTR,"70,304",,
5/17/2025,3002,PRD-02,133-500,DASANI WATER PET 1.5L 1X6,"62,214",,
5/17/2025,3011,PRD-02,193-575,FANTA ORANGE PET1.5LT UPGRADE,"50,642",,
5/17/2025,3005,PRD-02,290-527,SPR LEMON PET 2L 1X6,"26,208",,
5/17/2025,3011,PRD-02,291-430,SPRITE PET500  1X12,"48,048",,
5/17/2025,3004,PRD-03,100-130,COCA-COLA RB 250 ML,"5,148",,
5/17/2025,3003,PRD-03,290-527,SPR LEMON PET 2L 1X6,"77,272",,
5/17/2025,3005,PRD-03,294-300,SPRITE PET1L 1X6,"40,404",,
5/17/2025,3004,PRD-04,100-130,COCA-COLA RB 250 ML,"25,428",,
5/17/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"136,851",,
5/17/2025,3003,PRD-05,306-900,SPRITE LEMON-MINT RB 250 1X24,"28,860",,
5/17/2025,3002,PRD-05,663-193,SPRITE PET 1.5L 1X6 RMD P180,"30,888",,
5/17/2025,3003,PRD-06,103-541,COCA-COLA  PET 1.5L /6,212,,
5/17/2025,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"42,900",,
5/17/2025,3002,PRD-06,104-130,COCA-COLA PET 2.25LTR,"50,918",,
5/17/2025,3003,PRD-06,193-575,FANTA ORANGE PET1.5LT UPGRADE,"82,225",,
5/17/2025,3002,PRD-07,112-405,CC PET 350ML 1X 12 SAC25PROMO,"19,110",,
5/17/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"34,086",,
5/17/2025,3002,PRD-10,101-730,COCA COLA BIB POSTMIX 20L,364,,
5/17/2025,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"41,509",,
5/17/2025,3004,TPRD-1,731-831,CC ZERO SGR CAN250ML 1X12-KN,"11,872",,
5/18/2025,3005,PRD-01,100-130,COCA-COLA RB 250 ML,"12,090",,
5/18/2025,3011,PRD-01,110-557,CC PET 2L 1X6,"41,808",,
5/18/2025,3003,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,260,,
5/18/2025,3007,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"50,310",,
5/18/2025,3002,PRD-01,290-130,SPRITE RB250,"19,578",,
5/18/2025,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,"24,453",,
5/18/2025,3003,PRD-01,294-300,SPRITE PET1L 1X6,"23,150",,
5/18/2025,3004,PRD-01,306-500,SPRITE LEMON-MINT PET 1.5LTX6,572,,
5/18/2025,3004,PRD-01,306-502,SPR MINT PET 1.5L 1X6 RMD P180,"54,769",,
5/18/2025,3003,PRD-01,663-193,SPRITE PET 1.5L 1X6 RMD P180,"32,396",,
5/18/2025,3004,PRD-02,104-130,COCA-COLA PET 2.25LTR,"54,579",,
5/18/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"21,112",,
5/18/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"82,472",,
5/18/2025,3002,PRD-02,131-400,DASANI WATER PET 500ML 1X12,"64,064",,
5/18/2025,3011,PRD-02,291-430,SPRITE PET500  1X12,"37,506",,
5/18/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"9,828",,
5/18/2025,3006,PRD-03,194-375,FANTA ORANGE PET1LT UPGRADE,"8,518",,
5/18/2025,3003,PRD-03,290-527,SPR LEMON PET 2L 1X6,"55,387",,
5/18/2025,3005,PRD-03,294-300,SPRITE PET1L 1X6,"16,380",,
5/18/2025,3003,PRD-03,306-502,SPR MINT PET 1.5L 1X6 RMD P180,"27,456",,
5/18/2025,3005,PRD-04,103-541,COCA-COLA  PET 1.5L /6,"135,564",,
5/18/2025,3003,PRD-05,306-900,SPRITE LEMON-MINT RB 250 1X24,"9,820",,
5/18/2025,3002,PRD-05,663-193,SPRITE PET 1.5L 1X6 RMD P180,"47,762",,
5/18/2025,3007,PRD-06,103-541,COCA-COLA  PET 1.5L /6,"44,330",,
5/18/2025,3002,PRD-06,104-130,COCA-COLA PET 2.25LTR,60,,
5/18/2025,3003,PRD-06,193-575,FANTA ORANGE PET1.5LT UPGRADE,"3,809",,
5/18/2025,3003,PRD-06,194-375,FANTA ORANGE PET1LT UPGRADE,"104,593",,
5/18/2025,3002,PRD-06,290-527,SPR LEMON PET 2L 1X6,"57,512",,
5/18/2025,3002,PRD-07,112-405,CC PET 350ML 1X 12 SAC25PROMO,"48,667",,
5/18/2025,3002,PRD-08,100-130,COCA-COLA RB 250 ML,"32,838",,
5/18/2025,3004,TPRD-1,104-630,COCA-COLA 250 ML CAN X12,"36,270",,
5/19/2025,3004,PRD-01,103-541,COCA-COLA  PET 1.5L /6,"76,882",,
5/19/2025,3011,PRD-01,110-557,CC PET 2L 1X6,"2,496",,
5/19/2025,3007,PRD-01,131-400,DASANI WATER PET 500ML 1X12,"1,872",,
5/19/2025,3007,PRD-01,133-500,DASANI WATER PET 1.5L 1X6,"41,591",,
5/19/2025,3002,PRD-01,290-130,SPRITE RB250,"9,048",,
5/19/2025,3006,PRD-01,290-130,SPRITE RB250,"2,886",,
5/19/2025,3004,PRD-01,293-530,SPRITE LEMON PET 1.5L /6,64,,
5/19/2025,3003,PRD-01,294-300,SPRITE PET1L 1X6,"78,406",,
5/19/2025,3004,PRD-01,306-500,SPRITE LEMON-MINT PET 1.5LTX6,"23,738",,
5/19/2025,3004,PRD-01,306-502,SPR MINT PET 1.5L 1X6 RMD P180,59,,
5/19/2025,3002,PRD-02,101-433,CC PET 500ML 1X 12 SAC25PROMO,"28,028",,
5/19/2025,3011,PRD-02,103-541,COCA-COLA  PET 1.5L /6,"126,555",,
5/19/2025,3004,PRD-02,104-130,COCA-COLA PET 2.25LTR,65,,
5/19/2025,3004,PRD-02,110-557,CC PET 2L 1X6,"58,968",,
5/19/2025,3005,PRD-02,110-557,CC PET 2L 1X6,"78,728",,
5/19/2025,3002,PRD-02,131-400,DASANI WATER PET 500ML 1X12,"13,711",,
5/19/2025,3003,PRD-02,290-130,SPRITE RB250,"17,472",,
5/19/2025,3004,PRD-02,290-527,SPR LEMON PET 2L 1X6,88,,
5/19/2025,3004,PRD-03,100-130,COCA-COLA RB 250 ML,156,,
5/19/2025,3005,PRD-03,104-322,CC PET 1L 1X 6 SAC25 PROMO,"77,314",,
